region	chr	start	end	arm	cyto	CFS	ERFS	overlappedGeneNumDensity	genename	transcriptClass	geneType	largeGene
chr1:89279741-89280696	chr1	89279741	89280696	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:89664843-89665797	chr1	89664843	89665797	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	LRRC8C	1	LRRC8C	coding	protein_coding	N
chr1:89588759-89589623	chr1	89588759	89589623	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	LRRC8B	2	LRRC8B,LRRC8C-DT	coding,nonCoding	protein_coding,lncRNA	N
chr1:89966485-89967512	chr1	89966485	89967512	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:89614051-89615075	chr1	89614051	89615075	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	LRRC8C-DT	nonCoding	lncRNA	N
chr1:89873109-89874310	chr1	89873109	89874310	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	LRRC8D	1	LRRC8D	coding	protein_coding	N
chr1:89310520-89311723	chr1	89310520	89311723	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:89779961-89781007	chr1	89779961	89781007	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:89867547-89868959	chr1	89867547	89868959	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	LRRC8D	1	LRRC8D	coding	protein_coding	N
chr1:89285492-89286900	chr1	89285492	89286900	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:89562508-89563856	chr1	89562508	89563856	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	LRRC8B	1	LRRC8B	coding	protein_coding	N
chr1:89667809-89669661	chr1	89667809	89669661	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	LRRC8C	1	LRRC8C	coding	protein_coding	N
chr1:89661395-89663636	chr1	89661395	89663636	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	LRRC8C	1	LRRC8C	coding	protein_coding	N
chr1:89265708-89268750	chr1	89265708	89268750	1p	p22.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	GBP5	coding,nonCoding	protein_coding	N
chr1:97915485-97922783	chr1	97915485	97922783	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97913101-97913301	chr1	97913101	97913301	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97724096-97724296	chr1	97724096	97724296	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97913630-97913823	chr1	97913630	97913823	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97785437-97785636	chr1	97785437	97785636	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97670298-97670533	chr1	97670298	97670533	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97935441-97935665	chr1	97935441	97935665	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		2	DPYD,MIR137HG	coding,nonCoding	protein_coding,lncRNA	Y,N
chr1:97743979-97744219	chr1	97743979	97744219	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97944279-97944547	chr1	97944279	97944547	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		2	DPYD,MIR137HG	coding,nonCoding	protein_coding,lncRNA	Y,N
chr1:97388454-97388713	chr1	97388454	97388713	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97902469-97902795	chr1	97902469	97902795	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97934378-97934713	chr1	97934378	97934713	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		2	MIR137HG,DPYD	nonCoding,coding	lncRNA,protein_coding	N,Y
chr1:97790522-97790958	chr1	97790522	97790958	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97937141-97937577	chr1	97937141	97937577	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		2	MIR137HG,DPYD	nonCoding,coding	lncRNA,protein_coding	N,Y
chr1:97925965-97926412	chr1	97925965	97926412	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97341816-97342349	chr1	97341816	97342349	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97902831-97903544	chr1	97902831	97903544	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97366343-97366946	chr1	97366343	97366946	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97903579-97904293	chr1	97903579	97904293	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97800287-97801072	chr1	97800287	97801072	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97798175-97799094	chr1	97798175	97799094	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97914327-97915359	chr1	97914327	97915359	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97850958-97852135	chr1	97850958	97852135	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97923941-97925271	chr1	97923941	97925271	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPYD	coding,nonCoding	protein_coding	Y
chr1:97937832-97939723	chr1	97937832	97939723	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		2	MIR137HG,DPYD	nonCoding,coding	lncRNA,protein_coding	N,Y
chr1:98049510-98051350	chr1	98049510	98051350	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MIR137HG	nonCoding	lncRNA	N
chr1:98794248-98797852	chr1	98794248	98797852	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98324730-98324916	chr1	98324730	98324916	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98762880-98763088	chr1	98762880	98763088	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98856870-98857102	chr1	98856870	98857102	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98761088-98761300	chr1	98761088	98761300	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98044811-98045029	chr1	98044811	98045029	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MIR137HG	nonCoding	lncRNA	N
chr1:98466816-98467048	chr1	98466816	98467048	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98031691-98032071	chr1	98031691	98032071	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MIR137HG	nonCoding	lncRNA	N
chr1:98851746-98852095	chr1	98851746	98852095	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98991805-98992202	chr1	98991805	98992202	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	PLPPR5	coding	protein_coding	N
chr1:98990060-98990739	chr1	98990060	98990739	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	PLPPR5	coding	protein_coding	N
chr1:98026223-98026827	chr1	98026223	98026827	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MIR137HG	nonCoding	lncRNA	N
chr1:98852960-98853584	chr1	98852960	98853584	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98792306-98793273	chr1	98792306	98793273	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:98997462-98998728	chr1	98997462	98998728	1p	p21.3	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	PLPPR5	coding	protein_coding	N
chr1:100391488-100405616	chr1	100391488	100405616	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100437842-100445231	chr1	100437842	100445231	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100897200-100900054	chr1	100897200	100900054	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100866915-100868959	chr1	100866915	100868959	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100869100-100870965	chr1	100869100	100870965	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100348920-100351034	chr1	100348920	100351034	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100453254-100456767	chr1	100453254	100456767	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100925028-100931218	chr1	100925028	100931218	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100413143-100416878	chr1	100413143	100416878	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100918772-100921679	chr1	100918772	100921679	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100042682-100046692	chr1	100042682	100046692	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MFSD14A	coding,nonCoding	protein_coding	N
chr1:100353547-100358183	chr1	100353547	100358183	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100247437-100248253	chr1	100247437	100248253	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DBT	coding	protein_coding	N
chr1:100381223-100382117	chr1	100381223	100382117	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100450288-100451479	chr1	100450288	100451479	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100894960-100896124	chr1	100894960	100896124	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		2	SLC30A7,EXTL2	coding	protein_coding	N
chr1:100360421-100361729	chr1	100360421	100361729	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100420643-100422005	chr1	100420643	100422005	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100446216-100447932	chr1	100446216	100447932	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100921741-100924102	chr1	100921741	100924102	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100384466-100390404	chr1	100384466	100390404	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100371742-100371928	chr1	100371742	100371928	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100409264-100409457	chr1	100409264	100409457	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100286830-100287046	chr1	100286830	100287046	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	RTCA	coding	protein_coding	N
chr1:100791418-100791612	chr1	100791418	100791612	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100047368-100047583	chr1	100047368	100047583	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MFSD14A	coding,nonCoding	protein_coding	N
chr1:100975205-100975442	chr1	100975205	100975442	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100249158-100249362	chr1	100249158	100249362	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DBT	coding	protein_coding	N
chr1:100412239-100412473	chr1	100412239	100412473	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100086292-100086516	chr1	100086292	100086516	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SASS6	coding	protein_coding	N
chr1:100865192-100865460	chr1	100865192	100865460	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100052454-100052720	chr1	100052454	100052720	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MFSD14A	coding,nonCoding	protein_coding	N
chr1:100526721-100526989	chr1	100526721	100526989	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100999419-100999713	chr1	100999419	100999713	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5	coding,nonCoding	protein_coding	N
chr1:100871344-100871688	chr1	100871344	100871688	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100050008-100050314	chr1	100050008	100050314	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MFSD14A	coding,nonCoding	protein_coding	N
chr1:100246382-100246697	chr1	100246382	100246697	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DBT	coding	protein_coding	N
chr1:100464218-100464590	chr1	100464218	100464590	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100277108-100277482	chr1	100277108	100277482	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	RTCA	coding	protein_coding	N
chr1:100411836-100412228	chr1	100411836	100412228	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100425501-100426039	chr1	100425501	100426039	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100435085-100435636	chr1	100435085	100435636	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100358789-100359314	chr1	100358789	100359314	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100186219-100186768	chr1	100186219	100186768	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100437232-100437796	chr1	100437232	100437796	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100032383-100032976	chr1	100032383	100032976	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC35A3	coding,nonCoding	protein_coding	N
chr1:100267620-100268101	chr1	100267620	100268101	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	RTCA	coding	protein_coding	N
chr1:100213172-100213742	chr1	100213172	100213742	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DBT	coding	protein_coding	N
chr1:100724237-100724788	chr1	100724237	100724788	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	VCAM1	coding,nonCoding	protein_coding	N
chr1:100427563-100428204	chr1	100427563	100428204	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100082669-100083250	chr1	100082669	100083250	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MFSD14A	coding,nonCoding	protein_coding	N
chr1:100908057-100908631	chr1	100908057	100908631	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100954601-100955206	chr1	100954601	100955206	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100888987-100889574	chr1	100888987	100889574	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	EXTL2	coding	protein_coding	N
chr1:100951330-100951923	chr1	100951330	100951923	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100135598-100136253	chr1	100135598	100136253	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	TRMT13	coding	protein_coding	N
chr1:100457972-100458729	chr1	100457972	100458729	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100864304-100865039	chr1	100864304	100865039	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100529774-100530611	chr1	100529774	100530611	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100133603-100134410	chr1	100133603	100134410	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	TRMT13	coding	protein_coding	N
chr1:100383587-100384450	chr1	100383587	100384450	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100783371-100784146	chr1	100783371	100784146	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100367027-100367938	chr1	100367027	100367938	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100865489-100866434	chr1	100865489	100866434	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100364840-100365955	chr1	100364840	100365955	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100518586-100519678	chr1	100518586	100519678	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100406559-100407876	chr1	100406559	100407876	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100531603-100532785	chr1	100531603	100532785	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:100362923-100364518	chr1	100362923	100364518	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100423881-100425440	chr1	100423881	100425440	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	CDC14A	coding,nonCoding	protein_coding	N
chr1:100901778-100903263	chr1	100901778	100903263	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC30A7	coding	protein_coding	N
chr1:100039421-100041527	chr1	100039421	100041527	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	MFSD14A	coding,nonCoding	protein_coding	N
chr1:100995950-100998124	chr1	100995950	100998124	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5	coding,nonCoding	protein_coding	N
chr1:100034352-100037556	chr1	100034352	100037556	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	SLC35A3	coding,nonCoding	protein_coding	N
chr1:101279175-101290505	chr1	101279175	101290505	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101258344-101264749	chr1	101258344	101264749	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101239638-101246050	chr1	101239638	101246050	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	S1PR1	1	S1PR1	coding	protein_coding	N
chr1:101125642-101129901	chr1	101125642	101129901	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101002524-101006557	chr1	101002524	101006557	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5	coding,nonCoding	protein_coding	N
chr1:101237097-101238743	chr1	101237097	101238743	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M	S1PR1	1	S1PR1	coding	protein_coding	N
chr1:101137875-101138377	chr1	101137875	101138377	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101111163-101111735	chr1	101111163	101111735	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101007101-101007830	chr1	101007101	101007830	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5	coding,nonCoding	protein_coding	N
chr1:101121336-101122160	chr1	101121336	101122160	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101123727-101124669	chr1	101123727	101124669	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101135463-101136438	chr1	101135463	101136438	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101293625-101294604	chr1	101293625	101294604	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101130528-101131714	chr1	101130528	101131714	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101032511-101033512	chr1	101032511	101033512	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5-DT	nonCoding	lncRNA	N
chr1:101000797-101002073	chr1	101000797	101002073	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5	coding,nonCoding	protein_coding	N
chr1:101307754-101309329	chr1	101307754	101309329	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101179653-101181338	chr1	101179653	101181338	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101080812-101083645	chr1	101080812	101083645	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5-DT	nonCoding	lncRNA	N
chr1:101345447-101348919	chr1	101345447	101348919	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	LINC01307	nonCoding	lncRNA	N
chr1:101431525-101431755	chr1	101431525	101431755	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101120249-101120481	chr1	101120249	101120481	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101548844-101549110	chr1	101548844	101549110	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101113729-101113995	chr1	101113729	101113995	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101124702-101125044	chr1	101124702	101125044	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101084441-101084772	chr1	101084441	101084772	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5-DT	nonCoding	lncRNA	N
chr1:101084852-101085271	chr1	101084852	101085271	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5-DT	nonCoding	lncRNA	N
chr1:101331180-101331540	chr1	101331180	101331540	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	LINC01307	nonCoding	lncRNA	N
chr1:101029882-101030239	chr1	101029882	101030239	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	DPH5-DT	nonCoding	lncRNA	N
chr1:101354576-101355009	chr1	101354576	101355009	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1	LINC01307	nonCoding	lncRNA	N
chr1:101139738-101140159	chr1	101139738	101140159	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
chr1:101291041-101291516	chr1	101291041	101291516	1p	p21.2	FRA1B, FRA1D, FRA1L, FRA1C, FRA1E, FRA1M		1				
